station,Date,Time,NITRATE(PPM),PH,AMMONIA(mg/l),TEMP,DO,TURBIDITY,MANGANESE(mg/l),label_3class
Station3,17-01-2023,05:20:00,58.17597,7.44093,0.05751,15.75213,16.24593,30.33529,0.98531,2
station1,24-10-2022,15:40:00,39.4801,5.7074,0.03243,28.6813,17.6556,25.0392,0.3286,2
station1,29-09-2022,22:20:00,2.4329,5.6605,0.03882,21.7706,11.3088,29.827,0.49082,1
station1,21-05-2022,19:00:00,23.9,6,0.442,33.01,4.921276444,28.7,0.3,0
Station2,13-06-2022,11:40:00,19.8679,8.9041,0.02117,26.2623,9.1325,38.6182,0.68908,1
station1,27-02-2022,08:20:00,122.1,8.9,0.028,23.37,0.5,33.4,2.05,0
Station2,27-03-2022,21:40:00,27.4432,5.5888,0.0370888,28.30564,7.8052,34.374,0.5964,1
Station2,04-07-2022,17:00:00,11.9688,7.9985,0.0169,23.4851,11.2974,38.2332,0.89732,1
Station3,26-10-2022,17:40:00,85.27345,5.75883,0.078842,43.54189,18.77691,35.85673,2.152775,2
Station2,16-04-2022,01:20:00,4.662,4.99,0.021378,28.589,6.422,41.7726,0.6461,0
Station2,18-10-2022,06:40:00,10.7644,6.8397,0.04278,25.8109,7.7725,26.5512,0.3469,1
station1,12-06-2022,03:00:00,36.5258,8.4459,0.03484,21.0934,6.0543,34.2658,0.64528,0
Station3,22-02-2022,10:20:00,120.70884,4.67682,0.006225024,24.542518,1.4874354,23.128092,2.6157056,0
station1,14-09-2022,22:20:00,27.9078,8.7154,0.03803,28.1705,19.3827,38.0899,0.59495,2
station1,26-11-2022,10:40:00,28.5205,6.844,0.03618,19.2288,5.7842,23.8273,0.3063,0
Station2,02-12-2022,13:20:00,29.6191,6.6642,0.03107,26.9659,12.6338,24.5629,0.6196,1
station1,24-12-2022,18:20:00,35.427,5.516,0.03132,29.7422,11.9772,33.7399,0.82723,1
Station3,13-06-2022,17:40:00,78.75915,5.45748,0.138261,34.34175,7.99001,43.51356,2.949716,1
station1,28-02-2022,08:40:00,93.5,8.9,0.048,24.75,2.8,22.7,2.62,0
station1,29-07-2022,11:00:00,3.0849,6.5708,0.02469,23.06,5.2983,34.3414,0.59346,0
Station2,25-11-2022,21:20:00,20.3934,6.7029,0.02537,29.2209,11.0453,32.9369,0.94825,1
station1,24-10-2022,21:40:00,7.7688,7.5025,0.01891,29.8563,6.869,20.6237,0.98675,0
Station3,08-10-2022,03:40:00,50.28234,6.1645,0.045343,29.92286,16.03996,51.73849,1.51896,2
station1,01-03-2022,17:40:00,106.6,8.7,0.047,28.28,2.2,33.1,2.43,0
Station2,03-10-2022,10:00:00,24.2761,6.6338,0.02236,19.6319,17.1455,19.6221,0.86448,2
Station3,20-07-2022,01:00:00,89.36149,6.96037,0.092653,37.30652,15.02948,27.28539,1.375087,2
Station3,24-09-2022,22:40:00,72.55348,4.52126,0.086702,27.07292,21.7541,31.15997,1.71321,2
Station2,17-03-2022,01:20:00,32.1536,5.2894,0.0441056,25.20892,6.422,20.298,0.71568,0
Station2,25-09-2022,17:00:00,22.2684,6.4459,0.04074,26.5912,12.2234,23.8657,0.60932,1
Station2,07-04-2022,00:20:00,15.022,5.8882,0.16849,28.589,7.6076,33.8015,0.61628,1
Station3,01-02-2022,07:20:00,18.65325,6.79501,0.06369376,22.965822,6.0164552,27.942084,0.6644416,0
Station2,17-04-2022,18:20:00,27.0396,5.8882,0.09671,30.24868,6.8172,45.5059,0.63616,0
Station3,16-01-2023,12:40:00,25.42778,7.18638,0.096596,14.57917,10.95173,21.00609,1.592147,1
Station3,22-09-2022,09:00:00,64.99648,5.88531,0.120048,28.68147,9.09756,51.68879,2.912343,1
Station2,02-04-2022,17:20:00,21.5488,5.6886,0.1663984,29.87424,6.5208,43.656,0.73556,0
Station2,30-04-2022,16:00:00,30.2512,5.8882,0.14761,33.40612,6.002321865,27.3439,0.3976,0
Station3,23-03-2022,13:20:00,7.012352,4.5174,0.13953408,30.9303126,6.996028,56.04492,0.7064358,0
Station3,02-04-2022,22:20:00,43.675688,6.82762,0.13803048,30.22468548,6.612684,53.907,0.7473886,0
Station3,10-09-2022,18:20:00,25.36443,5.95239,0.092053,39.47514,18.62874,32.54133,0.768638,2
station1,22-11-2022,04:20:00,11.3125,6.7879,0.0318,22.558,17.1762,36.3411,0.59689,2
station1,17-07-2022,05:00:00,13.9506,5.7383,0.03132,26.5616,7.9215,39.5713,0.63964,1
Station3,12-02-2022,07:40:00,69.41304,6.08945,0.021936096,23.515591,5.54254548,27.20952,0.7867552,0
station1,04-08-2022,02:00:00,1.0347,7.5804,0.02885,29.7593,7.9592,33.7235,0.2128,1
Station2,20-09-2022,19:40:00,33.0177,6.1024,0.03148,23.5705,8.8766,20.2304,0.55118,1
station1,12-02-2022,07:20:00,69,7.2,0.016,22.59,4.1,34.1,0.78,0
station1,16-02-2022,02:00:00,39.3,7.2,0.023,21.15,5.5,30.8,0.9,0
station1,16-08-2022,09:00:00,27.1211,7.9345,0.03911,29.4882,14.2693,17.217,0.51891,2
station1,28-11-2022,14:40:00,24.7657,8.7414,0.01667,30.9018,10.9076,31.8119,0.41277,1
Station2,05-02-2022,10:00:00,26.622,5.05,0.09036,25.27976,8.31768,21.2382,0.61504,1
Station2,17-06-2022,03:20:00,22.0992,6.1166,0.02763,19.5704,19.4524,34.7283,0.66322,2
Station3,24-11-2022,01:00:00,30.61356,6.32586,0.127667,30.30039,5.56984,51.20107,0.552933,0
Station2,12-12-2022,01:40:00,20.5848,7.5069,0.04369,26.1033,6.0405,23.7761,0.7684,0
station1,27-09-2022,16:40:00,16.9395,6.9293,0.04348,24.0402,15.1303,29.8452,0.67469,2
Station2,10-12-2022,03:00:00,34.4416,8.5362,0.03871,27.4873,9.9073,17.6856,0.35682,1
Station2,05-05-2022,06:20:00,31.9024,6.3126,0.146592,30.48144,3.950158723,16.4467,0.3976,0
station1,30-08-2022,14:40:00,36.2121,7.8742,0.03862,25.3587,10.8526,36.0107,0.91857,1
station1,13-11-2022,09:40:00,12.3108,7.5036,0.0413,24.3008,17.818,26.1762,0.30421,2
Station3,30-12-2022,12:00:00,53.07367,5.33485,0.094164,27.97059,20.49652,38.73826,1.294449,2
Station3,24-12-2022,21:40:00,26.02677,7.10853,0.124391,41.15402,24.15111,43.79297,1.606369,2
station1,23-09-2022,11:40:00,39.21,8.1553,0.0402,22.3175,8.487,34.8455,0.39599,1
Station3,10-12-2022,13:00:00,81.87341,5.79219,0.056833,45.26828,15.29947,27.53168,0.508438,2
Station3,10-01-2023,21:00:00,92.47267,7.20013,0.126722,43.8013,19.53054,41.45648,1.792719,2
Station2,25-12-2022,02:00:00,32.8903,7.8843,0.02655,26.5822,9.1242,34.011,0.33432,1
Station3,05-02-2022,10:00:00,24.62229,5.78641,0.0887536,25.901381,9.4128412,29.511864,0.6155856,1
Station3,12-06-2022,22:20:00,135.84546,7.29194,0.121204,17.37065,22.15221,51.69998,0.822724,2
Station3,03-03-2022,13:20:00,13.696,5.43355,0.03969504,30.029835,7.8587496,24.65748,0.7269122,1
Station3,04-05-2022,23:00:00,24.472392,6.45686,0.9771782,33.79095324,3.643834535,49.0374,0.662004,0
station1,09-04-2022,22:20:00,2.1,5.3,0.094,28.45,6.9,23.6,0.67,0
station1,02-05-2022,11:40:00,23.9,6.6,0.039,32.12,6.601570181,23.9,0.6,0
station1,06-09-2022,01:20:00,34.4803,7.42,0.02758,22.6646,9.0434,32.431,0.58536,1
Station2,11-01-2023,22:20:00,22.7472,5.9818,0.02817,28.0007,19.319,22.3214,0.44702,2
Station3,18-10-2022,15:40:00,127.23145,6.21927,0.083834,15.25425,13.64291,47.90143,1.526004,2
Station3,19-12-2022,00:40:00,104.36175,7.38507,0.134794,27.4569,24.78184,54.37098,2.440535,2
Station3,01-07-2022,21:20:00,134.82459,7.41495,0.126424,39.90182,21.31069,47.92647,2.862014,2
Station3,20-12-2022,15:40:00,133.88838,5.31545,0.075281,15.1413,4.58262,53.5517,2.274528,0
station1,06-03-2022,11:40:00,13.3,5.8,0.059,27.24,7.3,27.4,0.66,1
Station3,15-11-2022,21:20:00,89.46889,5.97029,0.107492,29.11387,6.98276,23.57912,3.124911,0
station1,13-05-2022,21:20:00,32.2,6.1,0.096,33.23,6.926935318,31.2,0.4,0
station1,09-12-2022,15:20:00,17.0357,5.6127,0.0333,19.1102,11.6513,16.1666,0.35677,1
station1,12-10-2022,01:00:00,10.2639,6.5842,0.02919,24.8525,5.4982,33.1388,0.47993,0
Station2,15-07-2022,00:00:00,12.2482,8.0902,0.0188,27.6943,14.2963,18.6173,0.38671,2
station1,10-05-2022,00:20:00,24.5,5.9,0.058,31.17,6.187278235,24,0.7,0
Station2,18-04-2022,02:20:00,1.6576,5.8882,0.042756,25.34048,8.313,45.405,0.7455,1
station1,04-04-2022,19:20:00,25.1,5.8,0.153,29.62,7.3,37.7,0.68,1
Station2,28-09-2022,07:00:00,28.9621,6.7449,0.03069,27.668,17.2881,20.8572,0.41276,2
station1,01-03-2022,01:00:00,82.2,8.1,0.096,25.71,2.1,33.4,2.67,0
station1,05-11-2022,19:20:00,5.947,8.0366,0.0252,18.1759,9.9605,22.4739,0.86246,1
Station3,19-03-2022,10:00:00,26.84416,6.32573,0.07578144,26.2273968,7.762716,26.04672,0.767865,1
station1,04-02-2022,22:20:00,23.1,5,0.002,23.56,7.6,26.8,0.74,1
Station2,09-11-2022,11:00:00,22.1822,5.7074,0.03251,25.3574,15.4442,33.6958,0.41775,2
Station3,19-06-2022,20:40:00,126.24747,5.38201,0.109538,18.40325,14.09554,38.80184,1.553158,2
Station2,16-10-2022,23:40:00,19.4218,8.9286,0.04012,21.0848,17.4089,35.2483,0.96506,2
Station3,10-04-2022,18:40:00,0.997668,5.63348,0.155295,32.24871584,5.97246,58.6229,0.7551418,0
station1,26-05-2022,09:00:00,28.4,6.3,0.497,33.56,5.024826961,20.9,0.7,0
Station3,04-02-2022,07:20:00,28.56612,5.82269,0.10337184,24.79147,7.27797,27.73278,0.6644416,1
Station3,04-08-2022,01:00:00,61.49118,6.20228,0.123014,19.11413,12.75082,35.97983,1.60066,1
Station3,14-05-2022,13:40:00,30.562296,6.5656,1.3963906,38.52550416,4.726183614,58.1184,0.441336,0
station1,16-09-2022,07:20:00,39.751,5.9799,0.01839,21.6588,8.5241,36.1156,0.51727,1
station1,30-10-2022,09:20:00,27.742,5.5079,0.01937,30.0861,13.0613,16.8917,0.71434,2
Station3,22-10-2022,09:00:00,40.84828,6.92932,0.071774,42.98857,6.49641,51.85746,1.640093,0
Station3,23-11-2022,18:40:00,142.20004,7.45643,0.083662,26.22019,4.97094,18.5026,1.110912,0
station1,01-12-2022,03:00:00,10.7962,5.8406,0.03101,30.212,19.3801,21.7033,0.28069,2
Station3,19-06-2022,13:00:00,74.21652,4.64723,0.076942,35.9238,13.85984,33.43034,3.294911,2
Station3,10-07-2022,01:40:00,115.19526,6.4733,0.124023,23.9727,10.59926,47.60164,1.828388,1
Station3,16-02-2022,13:20:00,51.73236,6.56593,0.066400256,26.76234,4.27845616,33.907248,0.7867552,0
Station3,28-10-2022,11:40:00,51.8964,4.77686,0.053184,44.99053,20.98433,51.97842,1.679441,2
Station2,03-07-2022,14:20:00,34.3011,7.8557,0.02635,20.2556,6.2963,31.7597,0.75641,0
Station2,31-07-2022,12:40:00,30.0877,6.259,0.03905,30.8081,5.5433,34.0291,0.82468,0
Station2,23-05-2022,06:20:00,23.5712,6.3126,0.399056,30.61675,6.393719554,34.2051,0.6958,0
station1,05-03-2022,20:40:00,5.6,6,0.098,27.65,7.3,32.6,0.65,1
station1,18-03-2022,16:00:00,29,6,0.07,29.05,7.7,17.5,0.71,1
Station2,04-01-2023,00:00:00,20.2903,8.3524,0.04353,26.8379,8.1387,27.0897,0.38155,1
Station2,23-12-2022,04:20:00,30.0782,6.7128,0.02349,23.8793,6.6324,17.0636,0.55202,0
Station3,22-12-2022,10:00:00,90.44195,5.57232,0.090797,15.0084,22.95519,44.14461,2.818329,2
Station3,10-07-2022,22:20:00,80.36249,6.86078,0.071106,27.75131,23.53505,46.87286,0.580284,2
Station2,01-05-2022,15:40:00,20.0984,6.487,0.39193,34.46872,4.718745877,23.6106,0.6958,0
Station3,30-03-2022,00:00:00,23.995392,4.88647,0.1192856,28.28034,7.1877,63.546,0.7576268,0
Station3,02-07-2022,01:40:00,29.85551,7.36004,0.103989,22.39264,6.08614,29.77883,2.96643,0
station1,10-09-2022,23:00:00,39.5196,8.2339,0.04423,30.0522,8.1026,35.1584,0.67255,1
station1,07-06-2022,07:00:00,37.9783,6.884,0.03519,26.3027,15.601,31.5786,0.7628,2
Station2,23-05-2022,06:00:00,31.496,6.4128,0.390912,30.1965,6.180653453,31.1781,0.2982,0
Station2,26-04-2022,04:00:00,11.6032,5.6886,0.059044,28.59912,7.9218,44.2951,0.73556,1
station1,14-09-2022,23:00:00,7.4755,5.702,0.02729,22.0725,15.8002,24.7872,0.65631,2
Station3,10-09-2022,15:40:00,56.28717,7.11797,0.113932,37.86522,6.17775,56.13115,2.164248,0
Station2,16-11-2022,08:00:00,28.9149,6.056,0.03372,19.951,16.9081,25.4768,0.40496,2
Station2,25-09-2022,05:00:00,13.6968,5.947,0.02516,18.5722,12.8871,34.3977,0.51119,2
Station3,23-03-2022,12:20:00,38.677504,4.65319,0.09141888,30.0714282,6.612684,47.24028,0.7064358,0
Station2,05-05-2022,18:00:00,33.8328,6.3126,0.080422,33.47696,6.361658335,23.8124,0.2982,0
Station2,16-05-2022,09:40:00,21.1328,5.9118,0.03054,33.2948,6.641904177,22.9043,0.2982,0
station1,12-04-2022,00:20:00,31.5,5.5,0.09,28.42,7.9,37.3,0.7,1
station1,15-07-2022,07:20:00,23.6541,5.8378,0.0208,19.6592,19.6704,37.6204,0.22158,2
station1,07-10-2022,03:00:00,11.941,6.0249,0.04126,26.445,14.5648,17.9533,0.4469,2
Station3,19-09-2022,01:40:00,36.92237,7.45046,0.060985,35.18884,17.89808,16.77633,1.899035,2
Station3,11-01-2023,04:40:00,38.78294,6.59367,0.12475,45.37901,12.84791,22.31942,1.976794,2
Station2,01-08-2022,05:40:00,14.7831,5.5998,0.04364,29.0641,7.0339,20.4255,0.66048,0
Station2,17-02-2022,03:00:00,71.502,6.8816,0.0768152,21.8592,3.16864,25.9578,0.96224,0
Station2,14-07-2022,06:40:00,19.6378,7.5918,0.04193,24.6723,6.7282,20.5646,0.65213,0
station1,24-03-2022,17:00:00,21.4,6,0.063,30.47,6.6,27.3,0.73,0
Station2,11-12-2022,18:20:00,26.0578,7.2561,0.01866,29.321,15.5689,16.3944,0.58916,2
station1,12-04-2022,02:20:00,26.8,5.6,0.125,28.01,7.1,24.7,0.6,0
Station2,12-02-2022,04:00:00,74.154,7.272,0.0060264,21.66692,3.4657,26.9838,0.93248,0
station1,20-06-2022,21:40:00,33.8055,7.6198,0.03048,18.3599,16.1385,22.2592,0.20549,2
Station2,31-08-2022,04:00:00,1.0112,6.3245,0.02998,28.0404,8.0927,39.5522,0.83206,1
Station2,18-11-2022,14:20:00,27.6785,6.6679,0.03774,28.5673,16.7382,21.9627,0.58002,2
Station3,05-03-2022,17:00:00,21.9136,4.59452,0.11307072,30.040208,5.9183176,25.90596,0.614292,0
Station2,24-08-2022,09:40:00,32.4089,7.1003,0.03909,28.0326,7.4995,24.7214,0.82854,1
Station2,19-10-2022,22:40:00,4.3363,6.434,0.01836,20.2239,14.538,32.1118,0.55909,2
Station2,25-03-2022,08:20:00,13.824,5.5888,0.0471128,27.69844,6.422,26.622,0.73556,0
station1,29-06-2022,10:40:00,2.9274,8.681,0.0157,21.2255,13.8341,18.2138,0.31373,2
station1,15-02-2022,02:40:00,31.1,7.2,0.039,23.48,3.1,29,0.99,0
Station2,09-03-2022,08:00:00,23.3472,4.99,0.0330792,26.60548,8.892,10.812,0.63616,1
Station3,08-07-2022,00:00:00,142.26044,5.8236,0.047125,34.62109,9.9621,53.37862,0.906404,1
Station2,07-07-2022,07:40:00,29.1232,6.4948,0.01911,28.6528,7.7125,23.0032,0.6756,1
Station2,19-10-2022,10:40:00,3.4769,8.3543,0.01756,25.9914,6.729,28.5817,0.88743,0
Station3,11-08-2022,04:20:00,28.57745,6.91321,0.149647,37.63902,18.88658,39.35191,2.073277,2
station1,29-08-2022,11:00:00,12.9559,7.406,0.03005,24.0645,19.1053,39.2898,0.97625,2
Station3,15-10-2022,23:40:00,45.39853,7.42382,0.123788,17.23939,19.51237,50.85722,3.252939,2
Station3,08-11-2022,16:40:00,80.3811,6.91107,0.084532,23.27289,9.12432,46.93864,3.397656,1
station1,16-12-2022,08:20:00,29.8797,6.2617,0.02032,26.0808,18.3545,24.1047,0.22943,2
Station2,07-12-2022,21:20:00,5.9039,7.8244,0.02965,22.6511,12.9181,37.1879,0.98321,2
station1,10-03-2022,02:00:00,3.2,6,0.035,25.43,9.8,39.6,0.62,1
Station3,17-09-2022,08:00:00,43.53164,5.50327,0.084065,18.8104,5.02222,31.52199,0.882831,0
Station3,01-02-2022,20:40:00,12.04467,6.79962,0.0939744,24.27282,10.4802768,27.20952,0.6644416,1
Station2,13-02-2022,06:20:00,46.614,6.969,0.055242,22.9724,5.14904,21.6486,0.90272,0
Station3,13-10-2022,02:40:00,78.27285,4.86705,0.094874,28.08405,24.24039,44.70267,3.495859,2
station1,10-10-2022,19:40:00,29.5628,6.6088,0.01746,22.0589,9.8102,29.1017,0.6585,1
station1,08-04-2022,03:20:00,21.8,6,0.134,27.58,8.1,23.9,0.68,1
Station3,07-06-2022,00:20:00,121.12132,6.01954,0.082761,25.96743,14.72542,25.01132,2.636798,2
Station3,08-10-2022,07:00:00,40.029,4.54006,0.148272,28.54221,4.34236,26.91866,0.645294,0
Station3,24-10-2022,08:40:00,128.10654,6.56626,0.093541,39.37972,9.99454,31.54066,3.131555,1
Station3,18-02-2022,20:40:00,72.79638,6.86823,0.038387648,24.428415,4.27845616,23.965308,0.7765376,0
Station3,14-03-2022,10:00:00,4.054016,5.98412,0.0360864,28.5526692,7.1877,30.8448,0.6347684,0
station1,14-04-2022,16:20:00,19.8,5.5,0.105,31.38,8.3,30.2,0.7,1
Station3,26-04-2022,04:20:00,12.879552,7.22591,0.1003748,30.05767512,6.73353,79.73118,0.8164716,0
Station3,27-04-2022,15:40:00,32.19888,6.7177,0.0674934,34.52484552,6.6504,38.32182,0.7282044,0
station1,10-12-2022,06:40:00,13.8563,8.0508,0.04338,23.369,15.5497,37.0523,0.55855,2
Station3,19-02-2022,21:20:00,51.73236,5.21579,0.042537664,24.407669,4.27845616,30.663036,0.8071904,0
station1,01-06-2022,03:20:00,18.2704,6.7173,0.03817,24.2499,12.5317,38.0775,0.53931,1
Station3,09-11-2022,05:20:00,110.87333,7.41264,0.130035,30.825,19.9692,41.29086,2.223908,2
Station3,02-10-2022,00:40:00,131.94302,6.16835,0.05931,35.51967,7.43952,23.08305,2.566376,1
Station3,12-01-2023,06:00:00,71.75818,5.75361,0.060113,24.2976,11.31529,51.45988,1.292503,1
station1,24-03-2022,06:20:00,33.6,5.1,0.039,25.2,7.1,10.4,0.75,0
Station3,14-05-2022,03:00:00,32.253936,6.8774,0.3926426,31.44961028,4.210235575,33.5997,0.55167,0
station1,06-09-2022,03:00:00,13.839,8.8281,0.04099,19.0009,13.5069,27.6739,0.87912,2
Station2,07-06-2022,05:40:00,2.6538,8.8334,0.02677,25.6019,18.4837,32.7734,0.5421,2
Station2,03-11-2022,04:20:00,12.5577,6.2495,0.04169,19.8561,19.1046,38.7268,0.62574,2
Station2,03-10-2022,08:00:00,32.0004,7.3252,0.01733,25.5866,14.7504,25.8582,0.9482,2
Station2,09-05-2022,23:40:00,27.8384,6.1122,0.107908,31.74644,6.097537336,20.3818,0.6958,0
station1,28-04-2022,06:40:00,23.9,6.7,0.098,28.99,5.564987368,17.9,0.3,0
Station3,05-04-2022,23:00:00,26.60448,4.81119,0.22493856,30.46698864,6.707532,33.54925,0.7269122,0
Station2,16-06-2022,18:40:00,18.3807,6.7897,0.02571,25.8943,17.9575,26.9223,0.29899,2
station1,24-02-2022,20:40:00,101.9,8.8,0.072,23.75,0.1,32.9,1.07,0
Station3,15-06-2022,11:00:00,15.82079,4.70711,0.125368,25.67339,5.70553,42.14574,2.204742,0
Station3,20-02-2022,01:20:00,96.26148,4.85245,0.039425152,23.007314,1.4874354,30.453732,2.6463584,0
Station2,02-11-2022,01:00:00,35.3769,7.5289,0.02928,30.3481,9.4424,38.2657,0.54073,1
Station3,05-08-2022,22:20:00,30.0672,5.491,0.121079,32.10698,9.75801,21.60003,2.056721,1
station1,12-11-2022,17:00:00,20.8052,6.1126,0.02607,30.256,19.2697,27.6128,0.88167,2
station1,22-07-2022,13:00:00,35.7166,7.6904,0.02418,26.5018,14.5381,25.2384,0.52714,2
Station2,07-10-2022,11:20:00,17.8788,8.1651,0.02693,19.3264,11.2024,36.6533,0.23065,1
Station3,13-05-2022,11:20:00,23.11908,5.61412,0.767572,36.81827028,5.755389231,58.66326,0.772338,0
Station3,09-07-2022,23:00:00,77.54159,5.08632,0.103909,22.11237,5.03255,56.43079,2.373105,0
station1,03-08-2022,18:00:00,9.2453,6.7427,0.02204,29.8709,8.3194,19.6961,0.35204,1
station1,29-05-2022,10:20:00,25.6,5.9,0.036,33.22,6.118807784,21.4,0.3,0
Station2,22-07-2022,11:20:00,1.4528,8.3231,0.02924,24.5432,8.4905,20.1302,0.4357,1
Station3,31-12-2022,21:40:00,137.7476,7.49401,0.118013,43.26293,9.18834,35.80375,3.36764,1
Station2,05-05-2022,21:40:00,19.2024,6.513,0.46319,31.70596,6.095334648,30.6736,0.497,0
station1,19-02-2022,19:40:00,33.7,6.8,0.005,23.9,4.2,25,0.96,0
station1,09-06-2022,08:00:00,1.5203,8.502,0.03852,18.0972,10.179,33.6389,0.89811,1
Station2,01-11-2022,12:20:00,6.5487,6.3472,0.02449,23.3645,6.7534,30.5737,0.6404,0
station1,02-02-2022,12:40:00,27.5,5,0.021,25.08,9.2,22.1,0.64,1
Station3,01-07-2022,06:00:00,98.10645,5.07468,0.092815,38.50256,20.71906,53.16822,2.151197,2
station1,06-07-2022,14:40:00,7.4876,7.4623,0.03699,23.4239,17.982,29.1703,0.97783,2
Station3,06-03-2022,08:00:00,6.57408,4.89245,0.14193984,26.447355,8.246836,40.5552,0.6757212,1
Station2,24-08-2022,22:20:00,11.2081,7.2026,0.03275,20.3946,7.9253,24.7083,0.54991,1
station1,27-08-2022,23:40:00,28.7108,8.3034,0.04083,24.1109,19.3673,18.2659,0.5483,2
Station2,14-11-2022,04:00:00,17.9526,8.6577,0.02406,28.0683,6.6444,29.3712,0.60126,0
station1,20-06-2022,22:20:00,26.9949,8.9812,0.04006,24.0875,19.549,16.0099,0.28454,2
Station2,01-09-2022,12:20:00,22.6784,7.7777,0.03482,19.1427,7.5484,16.564,0.32169,1
Station2,15-06-2022,14:00:00,5.0236,7.5579,0.04345,22.864,5.1173,27.9391,0.39895,0
Station2,26-10-2022,01:40:00,36.8399,6.7578,0.03803,29.3639,5.8586,21.4333,0.46964,0
Station2,23-07-2022,01:20:00,36.5909,8.7919,0.03991,26.9702,8.7341,20.0527,0.49535,1
station1,01-03-2022,07:00:00,92.2,8,0.048,25.07,0.3,38.8,3.03,0
station1,20-02-2022,17:20:00,60.5,6.9,0.012,24.79,4.9,23.4,0.81,0
Station2,23-07-2022,04:20:00,8.3015,8.1944,0.03711,27.2634,7.0454,39.9062,0.97134,0
station1,08-02-2022,04:40:00,10.5,5.6,0.092,21.25,11,24.6,0.62,1
station1,14-09-2022,14:00:00,28.6433,8.6906,0.03485,27.0646,12.4925,32.5324,0.72744,1
Station2,10-09-2022,14:00:00,29.906,6.5808,0.0286,22.7428,19.9184,39.1027,0.31816,2
Station3,27-06-2022,08:40:00,16.71608,7.48539,0.077406,42.63274,17.622,16.16254,0.654062,2
Station3,25-07-2022,07:40:00,140.69567,5.39754,0.05354,18.2146,12.6394,30.92313,2.605391,1
Station2,03-05-2022,14:40:00,20.7264,5.9118,0.46319,35.09616,5.529516847,32.1871,0.6958,0
Station3,19-10-2022,12:40:00,87.89403,6.75699,0.113605,38.37725,11.93377,24.92736,2.699239,1
Station3,23-11-2022,01:00:00,113.61276,5.82852,0.061207,39.95506,8.32036,58.0962,3.405271,1
Station2,12-06-2022,21:40:00,25.1627,8.1508,0.03138,22.9733,18.701,20.6707,0.27361,2
Station2,15-09-2022,04:40:00,7.6752,8.1932,0.03338,24.472,18.4243,33.5007,0.8757,2
station1,03-03-2022,10:20:00,2,5,0.104,27.03,8.1,28.9,0.69,1
Station2,19-10-2022,05:40:00,20.1227,8.7678,0.02918,20.281,7.8835,19.8666,0.52372,1
Station2,14-04-2022,04:00:00,35.9492,5.1896,0.122815,27.70856,7.6076,29.1601,0.5964,1
station1,28-09-2022,09:00:00,30.5997,8.4352,0.04329,29.7163,11.2616,28.8332,0.55145,1
Station3,23-02-2022,08:00:00,124.09218,5.12326,0.018675072,23.54671,0.79329888,28.046736,3.2798496,0
Station2,07-02-2022,03:20:00,3.468,5.858,0.036144,21.67704,6.13924,33.1398,0.5952,0
station1,17-03-2022,03:20:00,16.8,5.8,0.073,24.65,7.2,30.7,0.6,0
Station3,02-10-2022,13:40:00,22.36213,5.79954,0.132759,32.36709,6.29402,43.84738,2.200138,0
station1,15-10-2022,09:00:00,3.6811,8.6728,0.01682,25.5487,12.4799,30.3457,0.35176,1
Station2,12-11-2022,02:40:00,32.9066,6.6902,0.02141,28.9882,12.1494,22.8407,0.32164,1
Station3,08-07-2022,04:40:00,47.03293,4.58496,0.126449,32.77998,5.30769,33.75647,2.644211,0
station1,24-11-2022,02:20:00,39.5565,6.5669,0.02391,30.4899,18.6751,16.3761,0.63376,2
Station3,01-06-2022,16:00:00,55.50525,5.10682,0.13185,22.6432,4.75514,48.09673,0.576874,0
station1,24-06-2022,16:20:00,11.1086,8.3086,0.02319,25.5331,13.9242,15.052,0.44704,2
Station2,26-07-2022,09:00:00,19.3843,8.5925,0.03457,20.3238,12.471,39.9425,0.69896,1
Station3,30-12-2022,23:40:00,129.17507,6.1343,0.11208,31.79029,6.25276,27.71355,2.223645,0
Station3,17-07-2022,11:40:00,136.98773,5.64681,0.141008,19.43214,13.73081,57.31348,0.697901,2
Station2,20-05-2022,16:00:00,21.844,6.2124,0.360372,34.12464,4.9480097,26.0322,0.6958,0
station1,30-09-2022,21:40:00,22.4116,8.5885,0.04387,18.4236,11.8061,26.5372,0.22671,1
Station2,24-02-2022,07:20:00,136.986,8.2984,0.0339184,22.75988,2.5245,28.1124,1.05152,0
station1,03-12-2022,17:40:00,21.6182,5.5893,0.04016,30.78,18.6382,20.6077,0.85474,2
Station2,05-03-2022,14:00:00,26.112,5.8882,0.0892136,30.08676,6.2244,40.902,0.68586,0
Station2,29-04-2022,15:40:00,28.5936,5.7884,0.13743,32.26256,6.46832116,25.4268,0.5964,0
Station2,11-12-2022,22:00:00,31.2608,8.099,0.03671,28.3731,18.8825,20.5096,0.68989,2
Station2,26-08-2022,12:40:00,19.1263,5.8847,0.0289,21.9077,16.0867,29.3095,0.77206,2
station1,22-07-2022,06:20:00,32.0269,7.6563,0.03297,20.2582,18.0481,24.6404,0.91705,2
station1,16-06-2022,19:20:00,21.8475,6.9755,0.02064,21.6301,6.4049,24.3084,0.55328,0
Station2,22-07-2022,18:20:00,33.954,6.4286,0.01532,23.0308,17.4526,33.605,0.47651,2
Station2,18-05-2022,00:40:00,29.972,6.1122,0.392948,31.10888,4.902419037,31.3799,0.497,0
Station3,28-03-2022,07:20:00,32.760832,5.84825,0.01874488,26.8767972,6.325176,25.05936,0.7269122,0
